gene	Body wall muscle	Intestinal/rectal muscle	Pharyngeal muscle	Pharyngeal epithelia	Pharyngeal gland	Seam cells	Non-seam hypodermis	Rectum	Ciliated sensory neurons	Oxygen sensory neurons	Touch receptor neurons	Cholinergic neurons	GABAergic neurons	Pharyngeal neurons	flp-1(+) interneurons	Other interneurons	Canal associated neurons	Am/PH sheath cells	Socket cells	Excretory cells	Intestine	Germline	Somatic gonad precursors	Distal tip cells	Vulval precursors	Sex myoblasts	Coelomocytes
tin-10	23.4393	33.166	30.8384	7.25515	8.4963	18.9985	19.0998	41.3175	6.41972	0	14.8218	3.0281	0	0	0	22.9366	16.4728	11.5945	5.00591	17.7232	5.54571	48.2274	11.7825	0	22.0909	34.1336	13.0325
tin-13	38.6995	12.1187	2.97108	17.3308	11.1412	16.5207	45.9995	22.4843	13.73	0	0	12.7167	7.86164	95.3507	46.2349	0	0	16.1768	20.613	3.4319	5.83234	53.114	44.7255	1.61826	25.4906	49.3559	78.331
tir-1	6.75747	50.4092	888.968	1357.73	236.487	193.547	461.211	343.807	231.187	239.012	317.516	572.551	189.994	529.025	54.0834	503.433	273.119	2119.9	1242.95	1625.5	689.946	5.16571	51.5538	0	60.4104	2.51201	64.1477
tkr-1	0.661767	0	0	0	0	0.697198	0	0	25.9067	6.96852	0	18.1656	22.3192	35.8499	0	0	0	0	0	0	0	0.154536	0	0	0	0	0
tlf-1	37.222	49.2689	71.1783	75.9729	20.5995	57.6835	29.3846	18.478	25.8504	22.5558	45.1559	71.1897	16.5563	56.4216	68.5971	101.12	89.4154	48.73	100.19	48.9406	80.295	144.841	105.985	153.294	57.1081	85.5634	49.9523
tli-1	5.63333	19.7306	15.3087	36.747	4.59887	11.1049	4.05846	0	44.4723	98.5169	95.3924	76.8078	65.2945	103.281	17.4825	78.4666	0	28.9524	61.709	7.79958	9.84487	0.145637	5.39036	23.9351	11.8242	19.9539	0.382136
tlk-1	187.082	128.813	207.777	262.057	160.386	285.531	195.768	334.691	414.471	439.042	492.9	566.063	362.821	458.303	351.492	682.922	313.344	185.27	329.448	492.544	319.083	385.094	303.958	355.468	390.213	299.078	123.992
tlp-1	128.499	60.9047	0	2.8789	0	140.548	87.6413	80.1168	19.8169	12.7824	0	143.913	228.962	0	0	118.723	53.8725	0	0	0	47.8288	1.15224	0.426697	0	158.335	73.789	8.81283
tmd-2	196.305	173.731	188.437	52.6098	2.78851	2.1507	6.4789	10.0008	56.5857	0	30.6909	4.9016	0	0	0	0	0	0	7.65287	8.38548	8.43444	0.657372	1.6112	10.3825	1.77872	4.02806	8.9687
tnc-2	0.788205	0	674.555	13.8101	17.4866	0.606669	0	0	0	0	0	1.47931	0	0	0	0	0	0	28.0422	0	4.18941	0.0997412	1.34504	0	0	0	5.22253
tni-1	1582.72	2809.42	28.5444	1.50246	0	4.46799	32.3265	16.5664	101.814	104.887	6.27675	166.524	37.1808	219.034	50.7094	325.492	17.4338	5.00864	7.92514	0	40.1984	3.08175	9.50008	51.737	22.4488	181.197	18.1165
tni-3	449.987	1650.75	19.72	2.77544	0	2.10259	0	0	3.73866	0	0	2.66276	0	0	0	0	0	0	5.26044	0	5.4846	0.482988	0	0	0.970245	5.93072	4.52947
tni-4	0.658865	0.301939	1515.79	20.4715	4.71849	2.12952	0	0	11.263	0	30.8818	8.34934	0	11.5388	0	0	0	0	0	18.9595	2.20107	0.866687	1.03965	0	1.44213	0	2.94551
tnt-2	4572.49	6460.05	8.17197	51.4611	6.42137	12.1914	51.9233	20.708	28.9797	19.1736	76.6964	101.662	69.4444	39.8089	52.043	103.903	54.3376	8.81453	17.3857	0	89.5555	6.72377	6.18972	27.3118	5.58548	161.938	23.2347
tnt-3	1498.53	52.693	1921.75	18.4838	49.7873	8.66186	4.52437	2.64533	54.6943	43.7071	24.4012	8.46849	4.01929	36.1681	29.6197	35.1758	14.9432	3.99533	2.17377	5.04521	30.8381	4.95349	5.81784	20.9105	3.37726	34.2916	5.06705
tnt-4	4.41907	0	6588.63	0	0	2.47295	2.21472	0	69.9141	0	0	0	0	32.4653	0	6.71826	0	3.60727	21.2418	17.2224	37.2428	0.686987	0	0	0	0	0
toc-1	16.0289	27.7872	32.4219	42.3501	78.979	27.887	31.591	40.2168	13.2488	47.2248	29.1722	16.2136	0	33.1363	17.3334	0	71.7299	71.5401	49.2268	47.0958	23.5111	64.9091	53.2042	81.1329	12.0973	20.5908	101.634
toh-1	1.60161	1.59939	0	12.1068	2.05548	186.786	302.378	21.0516	0	0	0	7.08793	0	6.96874	0	0	105.273	273.399	997.108	1081.99	4.82018	1.0589	0.864465	11.6895	32.3419	4.42268	3.49063
dpy-31	0.645899	0	0	17.7461	18.8839	93.7544	108.41	149.052	0	0	0	1.18845	16.2338	0	0	0	14.193	0.532917	404.354	120.12	3.39323	11.2254	19.4646	0	71.8921	0	0
tol-1	144.339	129.665	6.33181	112.378	7.99878	70.7133	96.991	102.662	65.9527	521.886	93.8629	154.57	122.288	9.09918	10.375	548.608	217.317	54.8589	481.061	77.0995	35.9763	79.2409	32.2948	62.2588	161.929	307.9	347.503
tom-1	16.886	38.225	363.938	348.584	202.584	154.691	88.6542	194.323	356.582	649.823	2483.78	935.072	601.618	1341.77	210.504	1184.72	447.655	152.722	301.231	52.1686	165.732	9.67962	47.4097	103.44	154.404	89.5101	232.32
top-1	116.621	180.141	279.351	267.262	202.814	167.665	78.847	66.5468	300.185	301.764	352.17	224.377	270.53	191.457	238.465	387.582	257.908	147.682	259.009	153.395	310.91	869.43	269.384	485.283	238.35	212.125	207.238
top-3	8.86551	19.348	140.93	19.5657	11.3212	25.4575	14.3343	0	9.60815	29.6963	77.2749	25.5964	79.4549	31.2909	24.1313	10.9485	15.0134	16.8746	5.49861	9.67492	33.9928	90.5752	91.3497	68.4799	57.2248	113.961	16.5914
tor-1	0.0466271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260.537	0	0	0	0	0	0	0	0	0
tor-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.5476	0	0	0	0	0	0	0	0	0
tpa-1	31.6852	369.534	515.132	276.688	267.969	253.826	337.537	149.207	136.42	111.362	25.6022	464.238	192.445	594.771	53.9535	454.912	610.993	347.045	392.419	96.3935	37.8677	1.46252	2.67148	223.176	244.906	31.0427	121.63
tph-1	0.458413	0	7.31957	3.79232	0	3.80863	0	0	24.6837	0	0	2.74435	0	229.151	0	0	0	0	0	18.2242	0	0.0540254	0	0	1.20948	0	0
tpi-1	128.275	94.362	57.321	66.9071	42.5679	17.547	33.0421	64.9319	48.521	108.704	60.8394	308.164	289.964	87.9166	115.735	105.89	187.587	93.9673	32.8892	18.012	25.527	29.1721	70.0452	87.9451	29.2484	61.5313	37.0156
tps-1	119.979	176.017	80.8302	103.105	14.6649	28.4363	63.4451	23.4499	80.7809	134.825	141.846	196.098	68.759	58.1818	65.9387	45.0293	176.268	13.6357	60.3739	7.99386	128.267	1.93644	229.01	37.3934	26.6403	97.3398	61.1094
tps-2	1274.89	259.521	117.322	152.517	72.7465	95.3439	587.64	87.956	319.686	25.8168	0	13.1469	185.569	33.2993	49.5884	18.1308	46.4488	5.5981	4.11219	0	3053.54	5.18865	10.903	43.1215	21.8892	45.1136	49.3923
tra-1	297.907	430.928	295.894	294.228	138.558	25.2742	78.0634	28.8403	340.305	625.211	443.92	517.289	858.143	327.976	123.854	460.148	449.111	106.024	266.687	326.657	628.534	338.599	42.2834	499.389	131.619	374.37	958.067
tra-2	60.958	80.4601	97.062	34.6118	57.1442	126.881	34.2827	5.67432	54.9874	31.3304	38.8554	141.072	88.3088	124.73	71.9573	335.458	95.873	38.5263	71.8452	202.305	119.017	196.931	323.275	115.25	152.564	205.06	155.116
tra-3	0.919574	3.08334	11.5956	72.0477	9.96327	31.7381	31.9087	94.7893	0	0	0	0	0	0	0	0	0	19.6123	188.383	24.2333	94.8127	18.2982	62.1663	0	43.2698	6.45945	1.39465
tre-1	78.8878	49.1349	25.3274	22.0627	43.1435	55.6771	62.2242	51.6128	49.8126	19.5883	19.5514	53.1899	4.24448	32.6028	23.1635	28.3884	22.5231	28.093	26.5995	28.6396	150.504	95.895	112.764	72.2346	93.6436	76.7598	64.1513
tre-2	509.849	724.434	264.443	176.364	433.223	32.6153	13.0976	34.7679	414.295	103.865	592.783	771.198	265.27	575.038	77.2633	323.583	147.587	14.1147	63.2651	22.9495	79.0796	68.2493	27.5272	66.3061	35.8956	118.918	471.448
tre-3	39.6641	0	1.57255	2.46082	0	0.711528	0.903914	0	115.425	0	0	0	0	0	0	0	0	1.03308	22.7097	0	161.838	0.0469357	1.39622	0	1.85942	0	6.49147
tre-4	0.0503807	0	36.884	18.147	34.506	1.60617	2.23938	0	0	0	0	0	0	0	0	0	0	47.9577	4.40583	0	41.7564	0.199215	0	0	0	0	4.0291
tre-5	0.0573033	0	0	3.32181	0	0.760972	12.7533	0	0	0	0	0	0	0	0	0	0	554.774	11.9884	0	6.50061	0.99625	0	0	3.3955	0	0
trf-1	0.0889788	0	0	0	27.8568	0.129298	0.779963	0	0	0	0	0	0	0	0	0	0	0	0	0	0.984845	0.141605	0	0	0	0	0
trm-1	19.3846	10.7858	44.1978	12.9152	23.8182	40.7528	5.6838	0	6.55076	0	0	9.99643	0	0	0	0	0	28.8531	1.67263	15.5063	45.3103	108.788	81.847	46.6306	75.2312	68.0678	16.5614
trp-1	11.8409	272.147	19.5007	12.4723	17.2354	8.59882	3.34992	0	23.1587	0	0	467.107	156.237	531.82	4.1336	8.84868	20.8164	0	1.73067	0	0	0.480719	1.28767	0	36.6135	0	0
trp-2	15.3598	39.5091	57.4297	11.2083	39.5727	20.4784	27.038	20.3106	110.628	57.9457	95.8827	427.386	55.2276	219.723	29.3765	189.541	25.9486	6.93672	22.875	22.1138	45.9928	1.14572	14.5899	42.6609	25.1862	41.618	91.4084
trp-4	4.00891	0.906408	0	6.08495	3.03358	4.49604	5.57599	0	0	16.559	0	7.96056	4.81696	0	0	364.453	0	0.641923	16.8675	11.2653	1.54327	10.7938	1.3551	0	10.7926	5.16421	2.76304
tars-1	172.965	125.057	75.5066	158.962	790.631	163.448	66.4246	112.439	73.0841	61.3849	39.576	57.297	55.6072	65.4909	74.3379	42.4707	106.662	215.087	145.855	131.339	397.533	336.243	358.919	179.316	432.247	252.29	213.413
trt-1	3.28452	4.15129	5.03714	2.45945	0	4.88438	0	0	5.89209	0	0	24.2158	0	0	44.6066	12.3626	0	0	0	0	1.92669	149.867	0	2.98356	4.14786	0	15.1573
try-1	0.337708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18567	1.74066	0	0	0	0	0
svh-1	0.862365	16.7271	40.0934	170.226	29.3064	22.8663	17.2522	3.22142	1.47168	0	2.70951	7.58827	0	0	0	0	0	0	21.1507	0	5.71153	0.516743	3.54864	7.55435	13.7081	2.30169	5.61658
try-3	1.07116	0	0	4.46229	0	0.68865	0	0	5.34977	0	0	2.76748	0	15.6882	0	0	0	0	0	0	35.7199	0.268154	0.675181	0	2.36484	0	0
try-4	0	0	0	0	0	0.183391	13.7981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
try-5	1.4625	0	0	0	0	3.44907	0	0	0	0	0	3.62214	0	0	0	30.9738	0	0.474658	15.871	5.65202	0.573061	7.78567	2.44505	3.89833	3.76856	8.3077	9.31729
try-6	5.28754	15.4963	0	8.84295	3.80857	11.9932	4.73134	36.1125	16.4738	11.5042	38.6324	1.61777	0	0	122.156	11.3323	0	2.38652	12.8147	36.1481	0.494095	0.721471	2.88835	17.0088	17.6715	0	2.48776
try-7	0.13966	0	0	3.17978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tsn-1	101.446	111.378	80.622	148.026	242.609	178.075	158.705	174.643	53.3055	7.84375	81.0101	23.1258	17.6236	8.63066	120.684	105.93	53.7495	212.506	138.561	186.012	569.121	211.783	92.3744	392.026	148.086	106.876	352.218
tsp-1	0.0498109	0	5.82994	5.08041	0	1.65246	0.310825	0	0	0	0	0	0	0	0	0	0	0	0	0	5.12279	0	0	0	0	0	0
tsp-2	0	0	0	0	0	0.611165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15672	0.0914142	0	0	0	0	0
tsp-3	0.0487486	0	32.0445	29.1317	47.6389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.706223	0	0	0	0	0
tsp-4	0	0	0	0	0	0	4.03923	0	78.9433	37.2842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29149	0	0
tsp-5	0.0533067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tsp-6	0.347101	0	0	0	0	0.907278	3.47301	0	1200.17	75.6239	3.21937	21.6817	0	7.27104	0	18.0736	0	0.895628	0	0	0	0.225281	0	0	0	0	0
tsp-7	2.45756	1.78589	28.3206	11.9044	0	3.6707	0.413307	0	16.4627	136.056	3.96033	466.875	434.911	142.982	9.90596	11.8311	0	3.27834	0	3.89057	5.10015	3.91038	6.78547	0	7.55992	70.3551	5.02928
tsp-8	434.506	415.076	0	0	78.1922	1.00979	0	15.1065	20.1296	0	0	7.50246	0	0	3.22099	1.34525	0	6.6177	36.1597	0	4.52916	0	0	0	0	772.75	0
tsp-9	0.384987	1.39675	0	46.0934	7.94867	17.3608	4.01946	20.5153	7.44762	0	6.18598	5.39671	3.47705	0	0	163.295	26.907	47.5253	87.0542	56.9907	11.8611	0.148583	72.9124	5.51332	37.312	20.1836	0
tsp-10	0.425621	0	0	0	0	0.166934	0.974279	0	0	0	0	0	0	0	0	0	0	0	14.9374	0	1.1304	0.3658	0	0	0.842968	0	1.147
tsp-11	59.7942	68.017	1.89988	5.509	0	3.17814	0	0	0	19.267	4.3581	16.1067	0	0	27.0563	0	0	0	0	0	0	0.249734	0	0	1.98327	8.74612	0
tsp-12	15.4925	35.042	11.9254	32.1324	6.86202	43.2074	21.7614	29.9792	9.47864	0	0	21.7028	0	0	38.3153	40.2241	0	23.0528	32.9888	21.682	18.4329	143.026	123.719	48.315	116.394	77.1234	15.365
tsp-13	0.0267933	0	18.9394	19.8063	17.0837	0.370789	0.915795	0	0	0	0	0	51.55	18.7336	0	2.1747	0	0	0	0	6.22771	0.144757	6.15807	0	0	0	5.49206
tsp-14	2.80866	121.191	140.354	207.426	2.94951	188.13	289.383	913.916	23.7786	28.8644	0	94.256	145.475	107.212	62.9634	107.575	10.0338	25.731	375.027	293.617	8.71221	1.1119	181.728	118.286	246.121	11.6449	0
tsp-15	0.212244	0	242.27	263.174	23.2851	8.95907	22.8783	10.784	0	0	0	7.69704	18.9394	0	0	0	0	2.91771	77.6922	24.8269	0.316645	0.327264	0	17.6377	17.1059	29.6785	0
tsp-16	0.461624	0	192.154	37.8652	0	0	1.31781	0	0	14.4118	0	0	0	0	0	0	3.2235	0	0	0	0	0.0780795	0	4.99363	0	0	0
tsp-17	12.9752	0	0	0	20.1843	0.1243	0	0	0	0	0	0	0	0	0	0	0	0	10.7023	0	4.7556	0	52.1392	3.44066	0	0	23.9377
tsp-18	0.149072	0	0	0	0	1.0661	0	0	16.3648	0	0	0	0	0	0	0	0	0	0	0	0	0.185857	0	0	1.17584	0	0
tsp-19	1.13114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128098	0	0	1.46919	0	0
tsp-20	0.305697	0	2.65441	27.8128	0	0.337435	6.76384	2.36568	242.083	22.054	0	34.1777	38.0966	7.76759	10.6801	8.2236	0	0	0	0	1.61511	0.245491	98.2639	0	22.2479	152.993	5.57824
tsr-1	39.5892	35.1878	95.2365	12.9623	33.95	71.1025	26.2619	20.6467	54.4601	10.4705	21.0183	47.6171	99.7265	11.1744	0	1.50791	77.4447	15.3969	6.90463	0	111.535	143.561	131.46	73.7718	57.183	117.896	23.1834
ttb-1	10.3225	53.0598	43.6203	24.5181	18.4203	22.38	7.38583	1.51084	36.3317	17.6274	6.83564	10.9903	8.01282	0	10.2077	37.0747	6.8145	18.2525	25.283	24.7852	27.9131	83.8134	52.2146	35.8582	27.4015	14.7509	10.2262
tth-1	1.34187	1.18064	2.70321	175.281	53.1136	28.0253	39.5473	27.4777	1.34046	26.9851	0	8.21952	17.2567	26.3199	2.44753	22.8745	0	65.2933	583.773	549.9	1.81732	0	31.1169	182.741	98.3728	8.07052	78.1919
ttx-1	1.02008	2.57067	54.3742	104.048	4.71849	0.283862	0	48.1918	83.9171	0	5.41903	1.68992	9.96016	19.7652	0	18.1777	0	503.468	514.333	479.999	90.6289	0.392706	0	0	0	0	0
ttx-3	0.636704	10.593	2.07224	1.52557	0	0.244549	0	0	5.09611	0	0	13.2469	16.9779	106.519	22.6957	0	0	13.8784	9.01365	0	1.58495	0.193927	0	0	2.2733	0	4.50331
tub-1	0.0435292	0	0	0	0	0.209746	1.68494	0	414.966	22.0046	0	1.68992	0	0	0	5.44812	0	0	8.86958	0	0.920473	1.2232	0	0	0	0	0
twk-1	0.387634	0.599032	0	9.01555	0	2.74925	59.796	0	0	0	0	8.91603	0	0	0	0	0	4.99863	41.536	0	0.488174	0.112707	8.35791	173.477	0	0	61.9563
twk-2	0.860028	4.23043	6.75402	11.2648	4.50937	4.90983	15.8409	43.2115	47.6927	491.778	1062.26	697.479	402.172	310.209	343.753	704.304	138.01	2.38444	84.8618	26.3164	5.36822	2.51066	1.23817	2.82353	0	0	16.2445
twk-3	0.307368	0	0	0	0	0	0	0	0	0	0	7.73747	0	63.2989	0	0	0	0	0	0	0.656352	0.301322	0	0	0	0	0
twk-4	0.142579	0	0	0	0	0.334278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82353	0	0	0
twk-5	0.161348	0	0	1.91652	0	1.49645	34.2221	0	0	0	0	0	0	0	0	0	0	1.66448	0	0	0	0.504285	18.7824	24.8032	0	0	18.7778
twk-6	0.302017	0	0	0	0	0.0342292	0	0	0	0	0	0	0	0	0	19.2114	0	0	0	0	0	0	0	0	0	0	0
twk-7	13.0904	10.7985	38.3017	0.674062	23.3801	2.91716	8.87665	0	38.1863	0	0	564.61	1464.1	121.244	0	56.1075	119.759	5.21884	0	45.562	13.6282	1.49878	1.24321	0	0	0	3.01319
twk-8	724.464	692.38	1.12442	7.00884	0	2.11223	4.29878	0	12.3593	0	3.09299	5.62984	16.0256	0	6.67307	10.905	0	0	9.63197	14.727	14.6979	1.41847	1.53362	0	9.07557	227.894	5.09153
twk-9	0.871549	1.23498	0	0	0	3.08086	1.55124	0	1.97284	0	0	1.66002	0	168.74	0	6.30934	0	0	17.0774	0	0.915764	1.12355	0	0	0	0	114.092
twk-10	0.425557	0	7.77001	1.70452	0	0.340912	0	0	0	0	858.447	0	0	0	0	3.01581	0	1.53486	3.59035	0	0.258755	0.0640098	0	0	2.35169	0	0.934489
twk-11	1.44982	10.0176	196.761	19.0054	1.62417	0.883948	1.87351	0	0	0	0	0	55.3442	0	0	0	0	0.532917	42.0235	0	1.02067	0.559679	1.38687	32.4542	0	0	0
twk-12	81.7967	19.9394	0	0	0	1.68401	0	0	0	0	0	36.3439	64.366	5.99758	0	53.5369	0	7.63155	0.792424	0	1.85319	0.0845303	0	0	0	0	0
twk-13	179.39	258.541	45.1874	26.6374	1.76157	5.40258	14.5863	0	146.623	10.3756	47.9335	835.122	272.004	290.074	0	83.3611	0	5.71121	22.4425	6.03241	9.95704	2.3242	3.03777	0	0	2.53032	19.0693
twk-14	0.577968	0	0.830444	2.91019	37.3406	4.67717	0.520299	0	534.433	0	19.1924	22.378	0	317.077	5.0387	103.565	0	0	0	458.299	2.34842	0.604492	1.34504	0	0	0	0
twk-16	0.125324	5.92473	0	2.26896	6.09128	0.324307	0	0	0	0	0	0	0	0	24.0243	57.9625	18.8473	0	45.0532	0	0.836411	0	0	0	0	0	0
twk-17	59.0864	30.3043	0	6.35956	0	0.488067	7.24234	8.78071	30.0472	447.649	0	167.949	0	11.4764	719.108	301.147	0	5.01438	107.896	0	0	0.26313	0	2.84785	0	0	0
twk-18	481.128	18.4633	0	1.74992	0	0.478411	0	0	0	0	0	22.4179	0	0	0	0	48.3365	0	0	0	5.13991	0.28159	0	6.67386	0.808476	65.2709	0
twk-20	2.34623	0.423526	10.0675	0	0	0	0	0	0	0	0	0	0	0	0	9.56498	0	0	0	0	0.563703	0.102744	0	0	1.73363	0	0
twk-21	0.191388	0	26.3485	46.6488	0	0.0684278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.316645	0.337846	1.48873	26.7163	0	0	0
twk-22	0.313871	4.75366	75.3327	77.9306	0	1.65258	6.83058	0	0	0	0	0	0	10.6157	0	0	0	0	0.823495	0	0	0.330085	17.9286	6.23764	12.3523	0	0
twk-23	0.340886	0	0	0	0	1.25697	0.822953	0	1.51679	0	0	3.99463	207.045	0	0	33.7135	0	2.54507	0	0	0	0.228811	0	38.9122	1.25025	0	0
twk-24	115.69	82.1151	0	0	6.30167	0.453028	0	0	0	0	0	14.3828	23.5849	0	6.60397	8.88715	0	0	1.58485	0	3.04617	2.64908	0	22.3565	3.46477	0	0
twk-25	0.515876	0	0	2.3527	0	0.192416	35.7797	11.8061	17.2529	0	0	0	0	0	0	3.12218	0	192.273	7.84304	39.429	0.805615	0.0360325	0	0	1.72444	0	0
twk-26	0.44511	0	0	0	0	1.0615	0	0	0	0	0	3.7748	0	0	0	0	0	0	0	0	14.0579	0	0.540371	0	0	0	0
twk-28	44.4235	15.4499	0	0	0	0	0	0	0	0	5.68124	2.21398	0	0	0	0	4.15915	0	0	0	18.727	0.323609	0	0	0	0	3.18778
twk-29	1.49743	4.22266	2.25134	8.65454	6.10101	5.25976	1.16128	0	4.54815	64.1404	0	342.009	146.326	151.14	0	40.6936	7.11582	0	0	3.89057	3.75996	0.998304	0	22.0527	42.2526	0	0
twk-30	0.670549	0	37.0987	0	0	1.45643	4.00658	4.14161	0	0	0	428.474	115.547	113.924	0	9.85736	0	1.75118	31.7103	27.0368	2.52964	2.31861	0.621606	0	4.67458	0	2.52745
twk-31	176.073	9.97109	1.98448	0	3.44242	4.16449	0.718316	0	0	0	0	0	0	11.4972	0	0	0	1.49385	2.57447	0	8.67803	0.993246	5.6916	17.8808	12.396	5.00343	0
twk-32	11.7418	2.52073	17.4	8.28107	0	16.8806	12.2562	0	0	12.4665	5.12673	99.2229	3.49162	26.7119	0	22.8092	0	7.40897	43.1416	0	0.566683	1.34125	4.28823	8.40431	17.8028	0	14.9937
twk-33	0.139478	0	4.84848	0	0	0.442504	20.2951	0	0	0	0	0	0	0	0	0	0	0	61.2194	2362.06	45.6159	0.183887	0.39313	0	0	0	7.43815
twk-34	0.125812	0	0	0	2.78851	0.172713	50.2155	38.8511	0	0	0	0	0	0	0	0	0	18.113	168.479	557.511	3.00836	0.335879	0	0	0	0	0
twk-35	0.321703	0	0	0	0	0	0.279732	0	3.10903	0	0	148.619	7.62195	0	0	0	46.0499	0	27.933	0	0.783331	0.0900345	0.47001	4.26663	0.994901	0	1.31028
twk-36	0.279576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.50094	0	0	0	0	0	0	2.00102
twk-37	0.521169	0	0	0	0	0.0646761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53411	0	0	0	0	0	0
twk-39	0.742074	0.639251	7.23223	0	0	2.17972	1.48924	0	1.12894	226.289	63.3855	219.929	10.1626	21.6688	0	0	0	1.55843	0	0	0	0.319961	0	0	0	0	7.98299
twk-40	0.284827	0	16.4489	0	0	0.510309	6.13881	0	3.26277	0	36.1814	155.935	7.30994	6.39501	0	68.1932	0	0	3.94533	0	4.06068	5.08014	0	0	0	0	0
twk-42	87.6145	3.94452	0	0	0	0.0990052	0.62397	0	0	0	0	0	0	9.33934	0	0	0	0	0	0	1.60002	0.372966	0	0	0	0	0.961328
twk-43	25.3365	136.786	60.5088	17.0516	6.35393	0.643552	8.44359	0	16.3631	29.1497	434.425	404.747	2389.84	621.518	0	27.8683	51.9764	21.7731	16.7253	0	2.64801	0.715938	0	0	0	0	5.08657
twk-44	0.295224	1.37633	0	0	0	1.064	1.68913	0	0	0	0	0	0	0	20.1191	0	0	0	0	5.41032	0	0.0886919	0.890218	0	0	4.10075	17.2905
twk-45	2.02409	9.93217	0	0	0	3.45519	10.3186	66.5549	2.15936	0	0	0	0	0	0	5.62927	0	1.34169	0	0	11.1805	3.76498	0	0	15.4422	3.97734	2.62056
twk-46	0.214709	0	0	1.89348	0	0.575566	4.54245	0	17.5803	0	0	87.0411	273.361	34.2426	134.29	8.78526	0	0	2.20465	0	11.4119	0.250675	0	0	3.19621	0	0
uaf-1	135.405	181.944	148.173	67.2754	138.545	221.107	84.4435	48.2242	139.992	297.716	116.592	143.678	268.257	82.5085	84.3891	224.791	104.296	124.498	167.504	109.952	346.98	198.595	354.631	231.727	345.24	280.617	94.6387
uaf-2	79.1953	108.041	92.0731	108.23	149.53	107.335	32.8729	9.36256	99.6443	60.3544	111.471	129.787	86.6426	175.811	37.5053	87.504	100.382	148.985	31.9058	76.5065	163.996	199.648	192.922	133.803	158.207	87.7985	96.884
uba-1	151.138	227.844	203.843	232.848	263.204	301.208	132.326	259.612	402.352	256.311	171.746	207.826	361.26	104.965	84.4064	192.606	255.129	250.257	345.063	178.021	467.632	318.901	552.772	431.371	464.83	269.714	174.559
uba-2	7.36604	10.0264	52.0225	5.76674	10.5432	25.8533	1.64191	9.79557	3.60987	15.8391	17.0114	17.5855	0	14.8126	8.94646	22.6207	102.419	6.27244	33.8793	27.8229	28.5902	93.8136	83.2598	10.6802	32.5886	44.042	31.2033
ubc-1	73.6833	132.587	77.3002	63.633	79.0476	48.9923	25.0465	29.225	144.84	257.404	253.089	182.374	239.064	122.95	164.78	134.175	24.9812	61.2072	101.45	48.152	41.7212	57.8316	62.4221	146.338	74.4366	55.2696	45.2797
ubc-3	115.914	96.3392	216.996	401.725	184.514	141.413	247.103	235.821	390.524	420.757	1295.91	353.216	158.508	189.999	199.77	179.774	154.78	257.694	439.221	207.411	100.301	67.1856	74.1129	96.4271	118.973	67.0485	75.3689
ubc-6	14.6201	29.3195	25.1382	11.9974	11.138	26.3438	13.9477	8.50625	60.5101	2.23954	11.2769	8.9732	0	13.16	0	3.63208	11.8195	46.4304	10.2484	13.7348	14.5002	77.59	28.1464	38.3966	34.4802	29.9559	14.121
ubc-7	53.1825	98.3205	101.101	33.0385	65.5363	44.8362	25.4735	2.55444	35.1396	3.48426	28.8435	67.327	104.489	53.166	86.3158	79.8685	56.8652	88.3808	55.9025	35.8451	7.97975	85.4473	115.767	136.782	96.6657	212.795	39.966
ubc-8	13.7508	7.61926	39.9314	15.6979	3.64699	18.6709	13.012	35.6715	56.3873	182.008	16.1272	43.6017	40.356	0	5.0387	15.8835	9.73047	38.8201	26.103	141.474	17.4341	0.228921	15.0688	53.839	47.4247	20.1256	18.3906
ubc-9	21.6113	39.2646	62.482	45.9121	82.0595	36.6594	9.85869	3.21316	42.5832	0	18.2924	67.5387	32.9556	9.08106	2.72379	35.0131	45.5982	37.8459	25.0324	47.3621	19.2407	108.042	90.3854	21.6351	55.0554	25.4721	36.533
ubc-12	9.21719	31.9032	16.1967	3.25083	5.9831	10.5885	12.1096	5.1208	19.343	6.41622	9.68936	7.45741	25.3442	25.2136	0	19.8204	38.7417	4.51203	12.526	18.1723	3.03648	24.9612	11.3366	8.95756	14.8439	3.2794	5.22997
ubc-13	66.9383	100.335	37.4844	52.8705	70.4937	71.6613	48.3051	27.6087	62.3815	166.545	43.1048	106.146	29.0434	74.5963	77.4412	43.1163	184.775	59.1205	67.2648	150.953	21.7985	102.347	105.36	139.884	82.5139	48.4217	154.325
